"","mod.alb.jan","mod.alb.feb","mod.alb.mar","mod.alb.apr","mod.alb.may","mod.alb.jun","mod.alb.jul","mod.alb.aug","mod.alb.sep","mod.alb.oct","mod.alb.nov","mod.alb.dec","convert.code","Lat","Lon"
"8385",0.2243425,0.2586475,0.205825,0.130756666666667,0.1336925,0.1540375,0.153225,0.14551,0.1362025,0.125673333333333,0.119315,0.15142,3,45.51276276,-90.32186592
"8386",0.2249825,0.2584575,0.2077225,0.13069,0.13372,0.1540325,0.15321,0.1455475,0.1362825,0.12571,0.1197,0.154416666666667,3,45.5190318,-90.2196871
"8387",0.215935,0.2582875,0.2080075,0.130693333333333,0.133745,0.15403,0.1531975,0.14558,0.13637,0.125746666666667,0.1193975,0.1505475,3,45.52520984,-90.1174857
"8388",0.2182525,0.2581275,0.2073025,0.13057,0.133775,0.1540275,0.153185,0.145615,0.136465,0.125796666666667,0.1199325,0.1457825,3,45.53129683,-90.01526202
"8391",0.255665,0.25778,0.2070975,0.130403333333333,0.133855,0.1540225,0.1531425,0.14571,0.1367725,0.125983333333333,0.1221975,0.1800075,3,45.54901128,-89.70846062
"8404",0.208326666666667,0.2546675,0.188795,0.130683333333333,0.13413,0.1539525,0.15303,0.145805,0.1381275,0.127476666666667,0.11939,0.15166,3,45.61628463,-88.37691994
"8405",0.2082225,0.2537925,0.1960025,0.130706666666667,0.1341575,0.1539475,0.15304,0.1458,0.13817,0.12755,0.1193125,0.1516625,3,45.62081981,-88.27436752
"8409",0.2103425,0.2442375,0.1747925,0.13094,0.1342675,0.1539625,0.1530925,0.1457925,0.138315,0.127696666666667,0.1191675,0.15459,3,45.63804531,-87.86399731
"8526",0.2414675,0.25871,0.2069825,0.13071,0.133715,0.15408,0.1532775,0.1454875,0.13617,0.12573,0.119135,0.15988,3,45.44118915,-90.31286358
"8527",0.2510925,0.25852,0.2080725,0.13077,0.133745,0.154075,0.1532625,0.14552,0.1362475,0.125766666666667,0.1196325,0.1659425,3,45.44745034,-90.21081349
"8546",0.22086,0.25987,0.1867725,0.130613333333333,0.1341425,0.153975,0.15307,0.1457575,0.1380875,0.12761,0.1190875,0.15193,3,45.54911046,-88.26795473
"8547",0.2054575,0.2543,0.1849225,0.13067,0.13417,0.153975,0.15308,0.1457575,0.13813,0.12766,0.1192375,0.1529175,3,45.55354854,-88.16551615
"8665",0.222515,0.2518975,0.1960325,0.130806666666667,0.133705,0.1541275,0.1533525,0.1454075,0.1360325,0.125743333333333,0.1186775,0.1485175,3,45.35683459,-90.50765886
"8666",0.258445,0.2589775,0.205735,0.130736666666667,0.1337275,0.1541225,0.1533375,0.1454375,0.1360875,0.12577,0.11958,0.1755375,3,45.36326944,-90.40578299
"8667",0.2618275,0.2587925,0.2072725,0.130683333333333,0.13375,0.1541175,0.1533275,0.1454675,0.1361625,0.125806666666667,0.1201275,0.174205,3,45.36961357,-90.30388406
"8687",0.210435,0.2500025,0.18058,0.13051,0.13412,0.1539975,0.153095,0.145725,0.1380175,0.12767,0.119075,0.1530725,3,45.47739966,-88.26155827
"8688",0.20178,0.2465475,0.18778,0.130566666666667,0.134155,0.154005,0.1531075,0.1457225,0.138065,0.127716666666667,0.11909,0.1520225,3,45.48183216,-88.15924957
"8689",0.224245,0.256845,0.1974075,0.13063,0.13418,0.1540025,0.15312,0.1457175,0.1380925,0.12775,0.119115,0.14997,3,45.48617337,-88.05692494
"8691",0.2266025,0.25647,0.1899175,0.130736666666667,0.13424,0.1540175,0.1531525,0.14572,0.1381625,0.12778,0.1191425,0.15037,3,45.49458182,-87.85222918
"8804",0.22468,0.2577175,0.1918075,0.130923333333333,0.13371,0.154175,0.1534225,0.1453375,0.1359525,0.12579,0.11988,0.1668825,3,45.27214744,-90.70187188
"8806",0.2548375,0.256655,0.202875,0.13078,0.1337475,0.15417,0.1534,0.145395,0.13604,0.125826666666667,0.1188725,0.1719675,3,45.28527286,-90.49844617
"8807",0.262995,0.259075,0.20578,0.13071,0.1337675,0.154165,0.1533875,0.1454225,0.136105,0.12586,0.1192825,0.1793125,3,45.2916997,-90.39669821
"8826",0.2026375,0.2535825,0.19283,0.13029,0.134045,0.1540225,0.1531075,0.1456875,0.1378525,0.127603333333333,0.1190225,0.1517225,3,45.39655993,-88.45948742
"8827",0.1982475,0.2389575,0.1919925,0.130356666666667,0.13407,0.15402,0.15311,0.1456875,0.1379025,0.12768,0.11906,0.1519225,3,45.40116918,-88.357341
"8828",0.20879,0.25464,0.19387,0.13041,0.1341,0.15402,0.15312,0.145685,0.13795,0.127736666666667,0.11907,0.1512525,3,45.40568729,-88.25517806
"8829",0.21471,0.2585675,0.1925475,0.130463333333333,0.13413,0.154025,0.1531325,0.145685,0.1379925,0.12778,0.119075,0.1525075,3,45.41011423,-88.15299892
"8832",0.2234525,0.2589475,0.1848775,0.130633333333333,0.13422,0.1540425,0.15318,0.1456875,0.138095,0.127836666666667,0.1191275,0.15161,3,45.4228479,-87.84636757
"8865",0.25535,0.256285,0.2103825,0.134996666666667,0.1349075,0.1541,0.1534175,0.1459175,0.139845,0.1279,0.1209375,0.15731,3,45.5086252,-84.46653475
"8867",0.24679,0.2590325,0.210765,0.13509,0.1349075,0.1540975,0.15343,0.14594,0.139905,0.12784,0.121305,0.153975,3,45.51061916,-84.26143736
"8945",0.23712,0.2597625,0.19794,0.130906666666667,0.1337625,0.1542175,0.15347,0.1453325,0.1359925,0.125886666666667,0.11885,0.169205,3,45.20059977,-90.69242755
"8952",0.2312875,0.25844,0.20574,0.130386666666667,0.13388,0.154195,0.153375,0.1455175,0.1363725,0.126093333333333,0.119675,0.151725,3,45.24489778,-89.9809293
"8968",0.20859,0.251155,0.1904775,0.130256666666667,0.1340475,0.15404,0.153135,0.1456525,0.1378425,0.12776,0.1190325,0.1527075,3,45.32946078,-88.35084783
"9005",0.2457625,0.26132,0.20772,0.133923333333333,0.1348325,0.1541025,0.15341,0.145895,0.1397625,0.127993333333333,0.1222025,0.158755,3,45.43564906,-84.56739516
"9109",0.20247,0.1995075,0.17745,0.130163333333333,0.13402,0.15406,0.15316,0.14562,0.1377875,0.127853333333333,0.119025,0.152255,3,45.25775057,-88.34437111
"9110",0.1976975,0.2222025,0.1882975,0.13022,0.13405,0.15406,0.153165,0.14562,0.13783,0.127896666666667,0.119045,0.1513275,3,45.2622574,-88.24246619
"9146",0.24755,0.2625575,0.2063575,0.132206666666667,0.134755,0.1541,0.153405,0.14588,0.13971,0.128063333333333,0.119955,0.156185,3,45.36380608,-84.56571693
"9147",0.236453333333333,0.2584175,0.20245,0.132356666666667,0.13476,0.1540975,0.15341,0.1458925,0.139745,0.128036666666667,0.12207,0.15802,3,45.3649377,-84.46343492
"9248",0.194385,0.2111025,0.17206,0.13002,0.1339475,0.1540825,0.15318,0.145585,0.13763,0.127826666666667,0.1189875,0.150655,3,45.17676361,-88.54141426
"9291",0.249385,0.262665,0.205605,0.135393333333333,0.134685,0.1540875,0.153425,0.14591,0.13977,0.128006666666667,0.12094,0.1564325,3,45.2959346,-84.15541253
"9428",0.2485325,0.2619525,0.2052475,0.13181,0.134615,0.15409,0.15339,0.14585,0.1396075,0.128206666666667,0.1218175,0.1554475,3,45.22011576,-84.56237326
"9431",0.2517175,0.26087,0.19141,0.134366666666667,0.1346125,0.15409,0.15341,0.145885,0.1396875,0.128106666666667,0.12189,0.15358,3,45.22322853,-84.25629457
"9571",0.2495525,0.2538825,0.185415,0.131476666666667,0.13454,0.154085,0.1533975,0.1458575,0.139605,0.128213333333333,0.1208625,0.15415,3,45.15043188,-84.35691761
"9574",0.247815,0.2615475,0.20732,0.13521,0.13455,0.154085,0.1534225,0.145895,0.1396675,0.128103333333333,0.1200075,0.15718,3,45.15299424,-84.05120646
"9645",0.2129625,0.254655,0.1894925,0.131266666666667,0.13409,0.1544175,0.1537275,0.145265,0.13635,0.126423333333333,0.11908,0.1507175,3,44.8086796,-91.14991075
"9714",0.2351425,0.2482725,0.1928575,0.132213333333333,0.134485,0.15408,0.1534075,0.145865,0.1395825,0.128206666666667,0.119575,0.156005,3,45.08037699,-84.15196789
"9787",0.209705,0.253725,0.1736725,0.13119,0.1341925,0.154445,0.1537575,0.1452825,0.13644,0.12656,0.1187225,0.1539075,3,44.74415736,-91.03928562
"9788",0.222305,0.2601375,0.1830175,0.13111,0.1341975,0.1544425,0.153745,0.145295,0.1364325,0.126563333333333,0.1187125,0.1516975,3,44.75106744,-90.93856498
"9991",0.2498025,0.26286,0.2080875,0.13092,0.134345,0.1540675,0.153355,0.145775,0.13936,0.128536666666667,0.120285,0.1551175,3,44.93150065,-84.65723961
"9993",0.2497625,0.2629375,0.2085975,0.13115,0.1343525,0.1540675,0.153375,0.145795,0.1394025,0.128463333333333,0.1217475,0.1568575,3,44.93383779,-84.45422936
"9995",0.24568,0.2629525,0.19683,0.13114,0.1343675,0.154075,0.1533875,0.14582,0.1394375,0.128393333333333,0.1194225,0.1561625,3,44.93581196,-84.25120374
"9996",0.23474,0.2557825,0.17963,0.13116,0.134375,0.1540775,0.1533975,0.1458325,0.139455,0.12835,0.11938,0.15639,3,44.93666291,-84.14968596
"9997",0.25038,0.2631225,0.183555,0.13122,0.13438,0.1540775,0.153405,0.1458425,0.13947,0.12831,0.1193675,0.1561575,3,44.93742311,-84.04816531
"9998",0.2490775,0.2623175,0.1913075,0.131546666666667,0.13439,0.15408,0.1534175,0.1458575,0.13948,0.128266666666667,0.1201325,0.157055,3,44.93809254,-83.94664212
"10133",0.2503425,0.26253,0.20643,0.130856666666667,0.134295,0.15406,0.153355,0.1457675,0.13932,0.12858,0.1210975,0.156205,3,44.86085939,-84.55408786
"10136",0.245653333333333,0.2629575,0.2016075,0.13104,0.1343125,0.15407,0.15338,0.1458025,0.1393725,0.128463333333333,0.119815,0.155785,3,44.86395294,-84.24993906
"10137",0.238585,0.261505,0.189565,0.1311,0.13432,0.154075,0.1533925,0.145815,0.1393875,0.12842,0.1196075,0.1561775,3,44.86480284,-84.14854932
"10138",0.25023,0.26314,0.1938975,0.13116,0.134335,0.1540775,0.1534025,0.145825,0.1394025,0.12838,0.1196925,0.1563525,3,44.8655621,-84.04715671
"10141",0.239915,0.2504775,0.17448,0.131466666666667,0.1343675,0.1540925,0.1534325,0.145865,0.13943,0.12825,0.1206475,0.1579275,3,44.86729597,-83.74296495
"10142",0.2566325,0.2622325,0.2012425,0.134956666666667,0.1343825,0.154095,0.15344,0.1458775,0.139435,0.128203333333333,0.122135,0.155855,3,44.86769261,-83.64156412
"10212",0.2034125,0.24456,0.16776,0.131026666666667,0.1345125,0.15453,0.1538325,0.14533,0.136715,0.12699,0.1187375,0.15277,3,44.54322689,-90.80930285
"10271",0.2497075,0.2628025,0.2068875,0.130606666666667,0.13423,0.1540525,0.1533225,0.14572,0.1391975,0.128763333333333,0.1205425,0.154725,3,44.78509761,-84.85617182
"10274",0.2497675,0.26254,0.2060025,0.13079,0.134245,0.154055,0.15335,0.1457475,0.13926,0.12866,0.1210425,0.1561575,3,44.789002,-84.55244331
"10277",0.248405,0.262605,0.197415,0.13098,0.1342675,0.1540675,0.153375,0.145785,0.139305,0.128536666666667,0.12025,0.1555425,3,44.79209175,-84.24867756
"10279",0.249815,0.2629425,0.1924625,0.131103333333333,0.13429,0.1540775,0.1533975,0.1458075,0.13933,0.12845,0.1213475,0.1565825,3,44.79369894,-84.04615066
"10282",0.244853333333333,0.2622275,0.1697925,0.131503333333333,0.134325,0.15409,0.1534275,0.1458425,0.13935,0.128323333333333,0.119445,0.1571725,3,44.79543067,-83.74234211
"10283",0.2360825,0.24967,0.18589,0.13336,0.13434,0.1540975,0.1534375,0.145855,0.13936,0.128273333333333,0.120215,0.15941,3,44.79582683,-83.64106904
"10284",0.2500325,0.26307,0.1976475,0.135026666666667,0.134355,0.1541,0.15345,0.1458675,0.1393625,0.12823,0.1203975,0.16216,3,44.79613244,-83.53979471
"10353",0.1986975,0.24081,0.1675275,0.131023333333333,0.1346175,0.154555,0.15386,0.1453375,0.1368075,0.127136666666667,0.1187475,0.1530225,3,44.47166656,-90.79984452
"10406",0.243566666666667,0.2624525,0.19311,0.130206666666667,0.1341575,0.1540475,0.1532675,0.1456475,0.13896,0.12903,0.120055,0.1547125,3,44.70300325,-85.46069672
"10411",0.2618275,0.26277,0.2021875,0.130483333333333,0.134175,0.1540425,0.1533025,0.1456925,0.1391175,0.12888,0.119795,0.1540475,3,44.71176207,-84.95525522
"10420",0.22256,0.210665,0.1749375,0.131053333333333,0.1342525,0.1540725,0.1533925,0.145785,0.139255,0.128523333333333,0.1217675,0.1563725,3,44.72183351,-84.04514713
"10422",0.23609,0.2594575,0.16926,0.13118,0.1342775,0.154085,0.153415,0.1458075,0.13927,0.12844,0.12162,0.156185,3,44.72307702,-83.84286493
"10423",0.2220375,0.2629425,0.1635875,0.131253333333333,0.13429,0.1540875,0.153425,0.145825,0.13928,0.128393333333333,0.1195875,0.157855,3,44.72356312,-83.74172084
"10425",0.241145,0.2611125,0.180185,0.133193333333333,0.1343225,0.1541025,0.1534475,0.1458525,0.1392925,0.1283,0.12106,0.15774,3,44.72426402,-83.53942831
"10496",0.214955,0.24794,0.16654,0.130863333333333,0.1347025,0.1545725,0.153865,0.14536,0.136905,0.12736,0.1189275,0.1636175,3,44.41339344,-90.59009347
"10497",0.216,0.25229,0.1674625,0.13079,0.1346925,0.154565,0.153855,0.145365,0.13692,0.127406666666667,0.1188025,0.153095,3,44.41990495,-90.48990087
"10543",0.2510225,0.2621875,0.1955125,0.129996666666667,0.13409,0.154045,0.15323,0.1456,0.138745,0.129223333333333,0.120305,0.1533925,3,44.62253579,-85.86164004
"10552",0.26724,0.2627725,0.20031,0.130416666666667,0.13413,0.1540325,0.1532925,0.14567,0.13906,0.12896,0.1211875,0.1681275,3,44.63990658,-84.95311097
"10559",0.2480525,0.25358,0.1625225,0.130856666666667,0.134195,0.1540625,0.1533675,0.145745,0.1391675,0.12868,0.122525,0.157635,3,44.64836245,-84.24616408
"10560",0.2188325,0.2180575,0.1708075,0.130926666666667,0.1342075,0.1540675,0.1533775,0.1457575,0.139175,0.128636666666667,0.120285,0.15544,3,44.64920923,-84.14515652
"10561",0.1995775,0.1956675,0.16241,0.13099,0.1342225,0.154075,0.15339,0.14577,0.139185,0.128593333333333,0.1203075,0.15667,3,44.6499657,-84.04414612
"10562",0.20424,0.2067475,0.1552875,0.13106,0.13423,0.15408,0.1534025,0.14578,0.1391925,0.12855,0.1202825,0.15696,3,44.65063186,-83.94313322
"10563",0.2228825,0.220786666666667,0.1545475,0.13113,0.134245,0.1540825,0.15341,0.145795,0.1392025,0.128503333333333,0.11941,0.15573,3,44.65120769,-83.84211811
"10564",0.21209,0.2584475,0.15905,0.13122,0.1342625,0.1540925,0.1534225,0.145805,0.1392075,0.128456666666667,0.119355,0.1564925,3,44.6516932,-83.74110114
"10565",0.22999,0.2542425,0.1724475,0.132113333333333,0.1342775,0.1540975,0.1534325,0.14582,0.13921,0.128413333333333,0.1204,0.157875,3,44.65208839,-83.64008261
"10688",0.2542225,0.26245,0.18981,0.130056666666667,0.1340575,0.154025,0.15324,0.145605,0.13887,0.129213333333333,0.1203625,0.15482,3,44.55931111,-85.45514622
"10692",0.265335,0.262175,0.19759,0.13029,0.1340775,0.154025,0.153275,0.14564,0.1389825,0.12908,0.121015,0.16406,3,44.56648136,-85.05181891
"10696",0.250845,0.2618275,0.1650475,0.130536666666667,0.134115,0.1540375,0.1533125,0.1456825,0.1390575,0.128926666666667,0.119605,0.155105,3,44.57220917,-84.64840076
"10700",0.2404275,0.2519425,0.1715275,0.1308,0.13416,0.1540625,0.1533625,0.14573,0.1391,0.128756666666667,0.120505,0.1545975,3,44.57649412,-84.24491208
"10707",0.24405,0.2572925,0.173785,0.131293333333333,0.1342675,0.1541075,0.1534425,0.14581,0.1391375,0.128433333333333,0.12137,0.1573825,3,44.58052,-83.53869828
"10775",0.197255,0.2181975,0.156535,0.13109,0.1349675,0.1546325,0.1539325,0.1453525,0.1370625,0.127573333333333,0.1190525,0.15764,3,44.2502013,-90.87148705
"10776",0.19766,0.215495,0.14979,0.13101,0.13495,0.1546275,0.1539275,0.145355,0.1370575,0.127606666666667,0.1189325,0.1549825,3,44.25696415,-90.77161056
"10782",0.229445,0.260555,0.1683675,0.13059,0.134795,0.1545675,0.153845,0.1453775,0.13713,0.128013333333333,0.119135,0.15672,3,44.29567181,-90.17187281
"10783",0.22971,0.2601575,0.17087,0.130526666666667,0.1347525,0.1545525,0.15383,0.14538,0.1371525,0.12811,0.12027,0.1602275,3,44.30181125,-90.07183953
"10835",0.249845,0.238125,0.1801225,0.13069,0.13406,0.154025,0.153285,0.1456425,0.138965,0.129086666666667,0.1210825,0.1606025,3,44.49766315,-84.84811274
"10836",0.2670225,0.2626025,0.20235,0.132376666666667,0.13407,0.15403,0.153295,0.145655,0.1389825,0.129046666666667,0.1214375,0.1654475,3,44.49904834,-84.74738186
"10841",0.2678025,0.262915,0.18893,0.13074,0.1341325,0.1540575,0.153355,0.1457075,0.1390325,0.128826666666667,0.119535,0.154305,3,44.50462319,-84.24366321
"10844",0.238135,0.2527525,0.1657075,0.130953333333333,0.1341775,0.15408,0.1533925,0.1457425,0.13905,0.12869,0.1201225,0.1556,3,44.50688707,-83.94139196
"10922",0.2259475,0.255485,0.1625425,0.130653333333333,0.134925,0.1545975,0.153885,0.1453775,0.13717,0.12811,0.1193125,0.15328,3,44.21782932,-90.2631355
"10923",0.2275575,0.2578475,0.165385,0.13059,0.134885,0.1545825,0.1538675,0.145375,0.137185,0.128206666666667,0.119235,0.154305,3,44.22405043,-90.16324706
"10972",0.26422,0.2621675,0.19944,0.130036666666667,0.1339925,0.154,0.1532275,0.1455825,0.13883,0.129323333333333,0.1216275,0.163275,3,44.41936454,-85.24847674
"10973",0.2496875,0.2627125,0.1979875,0.1301,0.134,0.154005,0.1532425,0.1455925,0.138855,0.12929,0.122105,0.1556475,3,44.42110779,-85.1478938
"10982",0.26575,0.26304,0.183745,0.13069,0.1341125,0.1540575,0.1533525,0.14569,0.138965,0.12891,0.12031,0.154325,3,44.43274956,-84.24241747
"11063",0.2173375,0.24532,0.1628125,0.130653333333333,0.1350175,0.15461,0.1539,0.145375,0.1372225,0.1283,0.1190925,0.152955,3,44.14621165,-90.25440812
"11119",0.2605425,0.2611425,0.177375,0.130363333333333,0.13403,0.154025,0.153295,0.145625,0.13887,0.129163333333333,0.1207,0.15584,3,44.35660376,-84.64315049
"11120",0.2663,0.262905,0.1812725,0.13043,0.134045,0.1540325,0.1533075,0.145635,0.1388775,0.129116666666667,0.120685,0.1581875,3,44.35780589,-84.54266233
"11121",0.2668725,0.262955,0.1861725,0.130496666666667,0.13406,0.1540375,0.15332,0.145645,0.1388875,0.129066666666667,0.1200375,0.15423,3,44.35891817,-84.44217013
"11122",0.265435,0.2629825,0.1829,0.130566666666667,0.134075,0.1540475,0.153335,0.1456575,0.1388925,0.129023333333333,0.1197575,0.15403,3,44.35994058,-84.34167419
"11130",0.25782,0.2558775,0.1773925,0.131263333333333,0.1342225,0.1541225,0.1534425,0.14576,0.1388875,0.12862,0.123865,0.1650175,3,44.36488436,-83.53761007
"11244",0.22502,0.23721,0.15951,0.129403333333333,0.133875,0.15398,0.153125,0.1454725,0.1384,0.12981,0.11972,0.1547675,3,44.25331849,-86.24640975
"11246",0.235083333333333,0.25985,0.15174,0.12948,0.1338825,0.1539725,0.1531325,0.1454825,0.138485,0.129763333333333,0.119675,0.154965,3,44.25850018,-86.04588916
"11247",0.21368,0.2622625,0.1554375,0.12952,0.133885,0.15397,0.1531375,0.145485,0.1385225,0.129736666666667,0.1196575,0.15506,3,44.26095659,-85.94561565
"11257",0.262215,0.26088,0.1783675,0.13011,0.1339725,0.1540025,0.153245,0.1455725,0.138775,0.129373333333333,0.1202025,0.160115,3,44.28058909,-84.94247
"11259",0.249585,0.26283,0.175535,0.13024,0.1339975,0.154015,0.1532725,0.145595,0.1387925,0.129283333333333,0.1201475,0.15476,3,44.28343914,-84.74176752
"11261",0.2630725,0.262905,0.187485,0.130376666666667,0.134025,0.15403,0.1533025,0.1456175,0.1388125,0.129193333333333,0.11985,0.1530025,3,44.28593024,-84.54104642
"11262",0.265963333333333,0.2629275,0.1874725,0.130446666666667,0.134045,0.15404,0.1533175,0.1456275,0.1388175,0.129143333333333,0.119985,0.1541075,3,44.28704117,-84.44067967
"11265",0.26535,0.2613425,0.1777975,0.130653333333333,0.134095,0.154065,0.153355,0.1456625,0.138835,0.129,0.1233625,0.1617325,3,44.28983543,-84.13955835
"11269",0.26157,0.2585675,0.1757575,0.130943333333333,0.13417,0.1541025,0.153415,0.1457125,0.1388275,0.128786666666667,0.121725,0.15946,3,44.29230435,-83.73802582
"11388",0.243553333333333,0.2622775,0.15121,0.12946,0.133865,0.1539575,0.15312,0.145465,0.1384875,0.129823333333333,0.11974,0.1550425,3,44.18910797,-85.94225395
"11397",0.2628125,0.26254,0.1768475,0.129983333333333,0.1339375,0.1539925,0.15322,0.14554,0.138705,0.129496666666667,0.122005,0.1601475,3,44.2071591,-85.04057616
"11398",0.2528175,0.2621525,0.17488,0.130053333333333,0.133955,0.153995,0.1532375,0.1455525,0.1387175,0.12945,0.119855,0.160295,3,44.20871684,-84.94035773
"11401",0.2565025,0.262845,0.1863375,0.13026,0.1339975,0.15402,0.1532825,0.145585,0.1387425,0.12931,0.1195325,0.1550725,3,44.21285233,-84.63967214
"11406",0.2430425,0.25663,0.16595,0.130603333333333,0.134085,0.1540675,0.153355,0.145645,0.13876,0.12907,0.1211175,0.154555,3,44.21795204,-84.1384471
"11409",0.266965,0.25665,0.1759925,0.13082,0.1341425,0.1541,0.1534,0.1456825,0.13875,0.12891,0.123385,0.1663375,3,44.219936,-83.83767636
"11529",0.24328,0.2622125,0.1531975,0.129396666666667,0.13385,0.1539475,0.153105,0.145445,0.138455,0.12992,0.119775,0.1538975,3,44.1172561,-85.93890062
"11530",0.2506825,0.2623175,0.1614775,0.129443333333333,0.133855,0.1539475,0.15311,0.14545,0.1384875,0.129886666666667,0.119735,0.1546525,3,44.11961719,-85.83886804
"11670",0.250385,0.262265,0.15629,0.12935,0.1338475,0.1539375,0.15309,0.145425,0.13842,0.13,0.1198075,0.15509,3,44.04540088,-85.93555562
"11671",0.24618,0.26235,0.163005,0.1294,0.13385,0.1539375,0.1530975,0.14543,0.138445,0.129976666666667,0.1197375,0.1552925,3,44.04775915,-85.83564724
"11678",0.2531525,0.2626475,0.1692275,0.129813333333333,0.1339075,0.15397,0.15319,0.1454925,0.138585,0.129696666666667,0.12045,0.1604525,3,44.06176535,-85.13608193
"11691",0.2547975,0.2502525,0.1696275,0.130736666666667,0.1341425,0.1541075,0.1534025,0.1456475,0.1385975,0.12903,0.1245275,0.15958,3,44.07615501,-83.83621051
"11809",0.2472425,0.261995,0.1556025,0.129223333333333,0.13385,0.15393,0.15307,0.145395,0.1383175,0.130133333333333,0.119745,0.1530075,3,43.96856369,-86.13176277
"11810",0.242586666666667,0.260165,0.15142,0.129256666666667,0.1338475,0.15393,0.153075,0.1453975,0.13835,0.13011,0.1197375,0.154245,3,43.97109755,-86.03199514
"11811",0.2335675,0.218525,0.1498975,0.1293,0.133845,0.1539275,0.15308,0.145405,0.13838,0.130083333333333,0.119785,0.154795,3,43.97354221,-85.93221893
"11812",0.24767,0.26212,0.159425,0.129346666666667,0.13385,0.15393,0.153085,0.1454125,0.1384075,0.130056666666667,0.11978,0.1547475,3,43.97589766,-85.83243445
"11813",0.250415,0.2623875,0.17234,0.129393333333333,0.13385,0.153935,0.1530975,0.1454175,0.1384325,0.130023333333333,0.119735,0.154335,3,43.97816388,-85.732642
"11819",0.2496825,0.262475,0.1690525,0.12976,0.133905,0.1539675,0.15318,0.1454725,0.1385325,0.129776666666667,0.1196875,0.15688,3,43.98988712,-85.13373716
"11827",0.252985,0.2324775,0.16623,0.13032,0.1340375,0.154055,0.153315,0.145565,0.138555,0.12938,0.12375,0.1620825,3,44.00051817,-84.33488312
"11951",0.2501925,0.260065,0.1564475,0.12921,0.133855,0.1539225,0.153065,0.14538,0.1383175,0.130193333333333,0.1198425,0.154805,3,43.89923822,-86.02854317
"11952",0.2024025,0.2241425,0.15034,0.12925,0.133855,0.153925,0.15307,0.1453825,0.138345,0.130166666666667,0.11977,0.1545675,3,43.90167997,-85.92889051
"11953",0.211945,0.2452025,0.150805,0.1293,0.133855,0.153925,0.15308,0.14539,0.13837,0.130136666666667,0.11975,0.154675,3,43.90403261,-85.82922962
"11968",0.2575275,0.2337025,0.1664225,0.13028,0.134045,0.154055,0.153315,0.14555,0.1384825,0.129446666666667,0.1221375,0.1628,3,43.92862378,-84.33353501
"12092",0.24729,0.25963,0.156305,0.129176666666667,0.13387,0.1539175,0.15306,0.14536,0.13828,0.130263333333333,0.11984,0.15443,3,43.82737523,-86.02509974
"12093",0.23585,0.2596475,0.1477225,0.129213333333333,0.1338675,0.153915,0.153065,0.1453675,0.13831,0.130243333333333,0.119765,0.154525,3,43.82981407,-85.92557034
"12094",0.24721,0.2600675,0.15676,0.12925,0.1338625,0.1539175,0.1530725,0.145375,0.1383325,0.13021,0.11991,0.1546675,3,43.83216392,-85.82603272
"12234",0.250985,0.26204,0.15414,0.12918,0.1338875,0.1539125,0.15306,0.1453475,0.1382725,0.130313333333333,0.11978,0.1542375,3,43.75794441,-85.92225838
"12235",0.246355,0.2614,0.1590225,0.12922,0.1338825,0.1539125,0.153065,0.145355,0.1382925,0.130283333333333,0.120245,0.154895,3,43.76029147,-85.82284374
"12375",0.2513625,0.2621475,0.153865,0.129143333333333,0.13391,0.1539075,0.153055,0.1453325,0.1382325,0.130383333333333,0.1199325,0.154365,3,43.68607088,-85.9189546
